T;Heated Black Aluminum (TH1-0);Blue Aluminum (TH1-1);Polished Aluminum (TH1-2);Red Aluminum (TH0-3);Heated Carbon (TH2-0);Black Aluminum (TH2-1);Carbon (TH2-2);Titanium (TH2-3);Photodiode
3286;94.4;25.4;21.7;13.7;95.2;24.1;23.1;29.2;51.7
3287;94.5;25.5;21.8;13.7;95.4;24.2;23.2;29.3;54.2
3288;94.6;25.6;21.8;13.8;95.6;24.3;23.3;29.4;57.2
3289;94.7;25.6;21.8;13.8;95.8;24.3;23.4;29.6;61.5
3290;94.8;25.7;21.8;13.9;95.9;24.4;23.5;29.7;66.8
3291;94.9;25.8;21.9;14;96.1;24.5;23.6;29.8;72.1
3292;94.9;25.9;21.9;14.1;96.3;24.5;23.7;29.9;76.4
3293;95.1;25.9;21.9;14.1;96.5;24.6;23.9;30;82.6
3294;95.1;26;21.9;14.2;96.7;24.7;24;30.1;89.3
3295;95.2;26.1;22;14.3;96.9;24.8;24.2;30.2;96.2
3296;95.4;26.2;22;14.4;97.1;24.9;24.3;30.4;103.3
3297;95.5;26.3;22;14.4;97.3;25;24.4;30.5;110.6
3298;95.5;26.4;22;14.5;97.5;25.1;24.6;30.7;118.1
3299;95.6;26.4;22.1;14.6;97.7;25.2;24.7;30.8;125.9
3300;95.7;26.5;22.1;14.6;97.9;25.3;24.8;30.9;133.7
3301;95.8;26.6;22.1;14.7;98;25.3;24.9;31;141.7
3302;95.9;26.7;22.2;14.8;98.2;25.4;25.1;31.2;147.8
3303;96;26.8;22.2;14.9;98.4;25.5;25.3;31.3;155.9
3304;96.1;26.9;22.2;15;98.6;25.6;25.4;31.5;163.9
3305;96.2;27;22.2;15.1;98.8;25.7;25.5;31.6;171.8
3306;96.3;27;22.3;15.1;99;25.7;25.7;31.7;179.4
3307;96.4;27.1;22.3;15.2;99.1;25.8;25.8;31.9;186.9
3308;96.5;27.2;22.3;15.3;99.3;25.9;25.9;32;194.5
3309;96.6;27.3;22.4;15.4;99.6;26;26;32.2;202.2
3310;96.7;27.4;22.4;15.4;99.8;26.1;26.2;32.3;209.8
3311;96.8;27.4;22.4;15.5;99.9;26.2;26.4;32.4;217.3
3312;96.8;27.5;22.5;15.6;100.1;26.3;26.5;32.6;224.5
3313;96.9;27.6;22.5;15.7;100.3;26.4;26.6;32.7;229.9
3314;97.1;27.7;22.5;15.7;100.5;26.5;26.8;32.9;237
3315;97.2;27.8;22.6;15.8;100.7;26.5;26.9;33;244
3316;97.2;27.9;22.6;15.9;100.8;26.6;27.1;33.1;250.7
3317;97.3;28;22.6;15.9;101;26.7;27.2;33.3;257.3
3318;97.4;28.1;22.7;16;101.2;26.8;27.4;33.4;263.5
3319;97.5;28.2;22.7;16.1;101.4;26.9;27.5;33.6;269.5
3320;97.6;28.2;22.7;16.2;101.6;27;27.7;33.7;275.2
3321;97.8;28.3;22.8;16.3;101.8;27.1;27.8;33.9;280.5
3322;97.8;28.4;22.8;16.4;102;27.2;27.9;34;285.3
3323;97.9;28.5;22.8;16.4;102.1;27.3;28;34.2;288.6
3324;98;28.6;22.9;16.5;102.3;27.4;28.2;34.3;292.6
3325;98.1;28.6;22.9;16.6;102.5;27.5;28.3;34.4;296.1
3326;98.2;28.7;22.9;16.7;102.7;27.6;28.5;34.6;298.8
3327;98.2;28.8;23;16.8;102.8;27.6;28.6;34.7;300.8
3328;98.3;28.9;23;16.8;103;27.7;28.8;34.9;302.5
3329;98.4;29;23;16.9;103.2;27.8;28.9;35;303.9
3330;98.5;29.1;23.1;17;103.4;27.9;29.1;35.2;304.5
3331;98.6;29.2;23.1;17.1;103.5;28;29.2;35.3;305.1
3332;98.7;29.3;23.1;17.1;103.7;28.1;29.4;35.4;304.9
3333;98.8;29.3;23.2;17.2;103.8;28.1;29.5;35.6;304
3334;98.9;29.4;23.2;17.3;104;28.2;29.6;35.7;302.9
3335;98.9;29.5;23.2;17.4;104.1;28.3;29.8;35.9;301.1
3336;99;29.6;23.3;17.4;104.3;28.4;29.9;36;298.8
3337;99.1;29.7;23.3;17.6;104.5;28.5;30;36.1;296
3338;99.2;29.8;23.3;17.6;104.6;28.6;30.2;36.3;292.8
3339;99.3;29.8;23.3;17.7;104.8;28.7;30.3;36.4;289
3340;99.4;29.9;23.4;17.7;104.9;28.7;30.4;36.6;285
3341;99.5;30;23.4;17.8;105;28.8;30.6;36.7;280.7
3342;99.5;30.1;23.5;17.9;105.2;28.9;30.7;36.8;276.1
3343;99.6;30.1;23.5;17.9;105.3;29;30.8;36.9;271.1
3344;99.7;30.2;23.5;18;105.5;29;31;37.1;265.9
3345;99.7;30.3;23.6;18.1;105.6;29.1;31.1;37.2;261.7
3346;99.8;30.4;23.6;18.1;105.8;29.2;31.2;37.3;255.9
3347;99.9;30.5;23.6;18.2;105.9;29.3;31.4;37.5;249.7
3348;100;30.5;23.6;18.3;106.1;29.3;31.5;37.6;243.3
3349;100;30.6;23.7;18.4;106.1;29.4;31.6;37.8;236.6
3350;100.1;30.7;23.7;18.4;106.3;29.5;31.7;37.8;229.8
3351;100.2;30.7;23.7;18.5;106.4;29.6;31.9;38;222.8
3352;100.2;30.8;23.8;18.6;106.5;29.7;32;38.1;215.7
3353;100.3;30.9;23.8;18.6;106.6;29.7;32.1;38.2;208.5
3354;100.4;30.9;23.8;18.7;106.7;29.8;32.2;38.3;201.3
3355;100.4;31;23.8;18.8;106.9;29.9;32.3;38.5;193.8
3356;100.5;31.1;23.9;18.8;107;29.9;32.4;38.5;188.1
3357;100.5;31.1;23.9;18.9;107;30;32.5;38.7;180.6
3358;100.6;31.2;24;18.9;107.2;30.1;32.6;38.8;173.1
3359;100.6;31.2;24;19;107.2;30.1;32.7;38.9;165.5
3360;100.7;31.3;24;19.1;107.3;30.2;32.8;39;158
3361;100.7;31.4;24.1;19.1;107.4;30.2;32.9;39.1;150.5
3362;100.8;31.4;24.1;19.2;107.5;30.3;33;39.2;142.8
3363;100.9;31.5;24.1;19.3;107.6;30.4;33.1;39.3;134.9
3364;100.9;31.5;24.1;19.3;107.7;30.4;33.3;39.4;127
3365;100.9;31.6;24.1;19.3;107.7;30.5;33.3;39.5;119
3366;101;31.6;24.2;19.4;107.8;30.5;33.4;39.6;113
3367;101;31.7;24.2;19.4;107.9;30.5;33.5;39.7;105.3
3368;101.1;31.7;24.3;19.5;108;30.7;33.6;39.8;97.7
3369;101.1;31.8;24.3;19.5;108;30.7;33.7;39.9;90.4
3370;101.1;31.9;24.3;19.6;108.1;30.8;33.8;40;83.5
3371;101.2;31.9;24.3;19.6;108.2;30.8;33.8;40.1;77.1
3372;101.2;31.9;24.3;19.7;108.2;30.9;34;40.2;71.1
3373;101.3;32;24.3;19.7;108.2;30.9;34.1;40.3;65.4
3374;101.3;32;24.4;19.7;108.3;31;34.1;40.4;60.6
3375;101.3;32;24.4;19.8;108.4;31;34.2;40.4;56.6
3376;101.3;32.1;24.5;19.8;108.4;31;34.2;40.5;51.4
3377;101.4;32.1;24.5;19.9;108.4;31.1;34.3;40.6;50.3
3378;101.4;32.2;24.5;19.9;108.5;31.1;34.4;40.7;47.1
3379;101.4;32.2;24.5;20;108.5;31.2;34.5;40.7;44.1
3380;101.4;32.2;24.5;20;108.5;31.2;34.5;40.8;41.5
3381;101.5;32.3;24.5;20;108.5;31.2;34.6;40.9;39.2
3382;101.5;32.3;24.6;20.1;108.6;31.2;34.7;41;37.1
3383;101.5;32.3;24.6;20.1;108.6;31.3;34.7;41;35.1
3384;101.5;32.3;24.6;20.1;108.6;31.3;34.7;41.1;33.4
3385;101.5;32.3;24.6;20.1;108.6;31.4;34.8;41.1;31.9
3386;101.5;32.4;24.6;20.2;108.6;31.3;34.8;41.2;30.4
3387;101.5;32.4;24.7;20.2;108.6;31.4;34.9;41.2;29.3
3388;101.5;32.4;24.7;20.2;108.6;31.4;34.9;41.3;28.2
3389;101.5;32.4;24.7;20.2;108.6;31.4;34.9;41.3;27.1
3390;101.5;32.4;24.7;20.2;108.6;31.4;35;41.3;25.8
3391;101.5;32.5;24.7;20.3;108.5;31.4;35;41.4;24.5
3392;101.5;32.5;24.8;20.3;108.5;31.5;35.1;41.4;23.4
3393;101.5;32.5;24.8;20.3;108.5;31.5;35.1;41.5;22.1
3394;101.5;32.5;24.8;20.3;108.5;31.5;35.1;41.5;20.9
3395;101.5;32.5;24.8;20.3;108.5;31.5;35.1;41.5;19.7
3396;101.5;32.5;24.8;20.3;108.4;31.5;35.1;41.6;18.7
3397;101.5;32.5;24.8;20.3;108.4;31.6;35.1;41.6;17.8
3398;101.5;32.5;24.8;20.3;108.3;31.6;35.1;41.6;17
3399;101.5;32.5;24.8;20.4;108.3;31.6;35.1;41.6;16.3
3400;101.4;32.5;24.9;20.4;108.2;31.5;35.2;41.7;15.4
3401;101.4;32.5;24.9;20.4;108.2;31.5;35.2;41.6;14.9
3402;101.4;32.5;24.9;20.3;108.1;31.5;35.2;41.7;13.8
3403;101.4;32.5;24.9;20.4;108;31.5;35.1;41.7;13.3
3404;101.3;32.5;24.9;20.3;108;31.5;35.1;41.7;12.7
3405;101.3;32.4;24.9;20.4;107.9;31.5;35.1;41.7;12.2
3406;101.3;32.4;24.9;20.3;107.8;31.5;35.1;41.7;11.7
3407;101.2;32.4;24.9;20.3;107.7;31.5;35.1;41.7;11.1
3408;101.2;32.4;24.9;20.3;107.7;31.4;35.1;41.7;10.6
3409;101.2;32.4;24.9;20.3;107.6;31.4;35;41.6;10.1
3410;101.1;32.4;25;20.3;107.5;31.4;35;41.6;9.6
3411;101.1;32.4;25;20.3;107.4;31.4;35;41.6;9.1
3412;101;32.3;25;20.3;107.3;31.4;35;41.5;8.7
3413;100.9;32.3;25;20.2;107.2;31.4;34.9;41.5;8
3414;100.9;32.2;25;20.2;107.1;31.4;34.9;41.5;7.4
3415;100.8;32.2;25;20.2;106.9;31.3;34.9;41.5;6.9
3416;100.8;32.2;25;20.2;106.8;31.3;34.8;41.5;6.4
3417;100.8;32.2;25;20.1;106.7;31.2;34.7;41.4;5.8
3418;100.7;32.1;25;20.2;106.6;31.2;34.7;41.4;5.3
3419;100.6;32.1;25;20.1;106.4;31.2;34.6;41.4;5.3
3420;100.6;32.1;25;20.1;106.3;31.2;34.6;41.3;4.8
3421;100.5;32;25;20.1;106.2;31.1;34.5;41.3;4.2
3422;100.5;32;24.9;20;106;31.1;34.4;41.2;4.2
3423;100.4;31.9;25;20;105.9;31;34.4;41.2;3.2
3424;100.3;31.9;25;19.9;105.7;31;34.3;41.1;2.1
3425;100.3;31.9;24.9;19.9;105.6;30.9;34.2;41;1
3426;100.2;31.8;24.9;19.9;105.4;30.9;34.1;41;0.5
3427;100.1;31.7;24.9;19.8;105.3;30.8;34;40.9;0.5
3428;100.1;31.7;24.9;19.8;105.1;30.7;34;40.8;0.5
3429;100;31.6;24.9;19.7;105;30.7;33.9;40.8;0.5
3430;99.9;31.6;24.9;19.7;104.8;30.6;33.8;40.7;0.5
3431;99.8;31.5;24.9;19.6;104.6;30.6;33.8;40.6;0.5
3432;99.7;31.5;24.9;19.6;104.5;30.5;33.7;40.6;0.5
3433;99.6;31.4;24.8;19.5;104.3;30.5;33.6;40.5;0.5
3434;99.5;31.4;24.9;19.5;104.1;30.4;33.5;40.4;0.5
3435;99.5;31.3;24.8;19.4;104;30.4;33.4;40.3;0.5
3436;99.4;31.2;24.8;19.4;103.8;30.3;33.3;40.2;0.5
3437;99.3;31.2;24.8;19.3;103.6;30.2;33.2;40.2;0.5
3438;99.2;31.1;24.8;19.3;103.5;30.2;33.2;40.1;0.5
3439;99.2;31.1;24.8;19.2;103.4;30.2;33.1;40;0.5
3440;99.1;31;24.8;19.2;103.2;30.1;33;39.9;0.5
3441;99;31;24.8;19.1;103.1;30;32.9;39.9;0.5
3442;98.9;30.9;24.8;19.1;102.9;30;32.9;39.8;0.5
3443;98.9;30.9;24.7;19;102.8;29.9;32.8;39.7;0.5
3444;98.8;30.8;24.7;19;102.7;29.9;32.7;39.6;0.5
3445;98.7;30.8;24.7;18.9;102.5;29.8;32.7;39.5;0.5
3446;98.6;30.7;24.7;18.9;102.4;29.8;32.6;39.4;0.5
3447;98.6;30.7;24.7;18.9;102.2;29.7;32.5;39.3;0.5
3448;98.5;30.6;24.7;18.8;102.1;29.7;32.4;39.3;0.5
3449;98.5;30.6;24.7;18.8;101.9;29.6;32.4;39.2;0.5
3450;98.4;30.5;24.7;18.7;101.8;29.5;32.3;39.2;0.5
3451;98.4;30.5;24.7;18.7;101.7;29.5;32.2;39;0.5
3452;98.3;30.4;24.7;18.6;101.5;29.5;32.2;39;0.5
3453;98.2;30.4;24.7;18.6;101.4;29.4;32.1;38.9;0.5
3454;98.2;30.3;24.6;18.6;101.2;29.3;32;38.8;0.5
3455;98.1;30.3;24.6;18.5;101.1;29.3;31.9;38.7;0.5
3456;98;30.3;24.6;18.5;101;29.3;31.9;38.7;0.5
3457;98;30.2;24.6;18.5;100.9;29.2;31.8;38.6;0.5
3458;97.9;30.2;24.6;18.4;100.8;29.2;31.7;38.5;0.5
3459;97.8;30.1;24.6;18.4;100.6;29.1;31.7;38.4;0.5
3460;97.8;30.1;24.6;18.3;100.5;29.1;31.6;38.4;0.5
3461;97.7;30;24.6;18.3;100.4;29.1;31.5;38.3;0.5
3462;97.7;30;24.6;18.3;100.3;29;31.5;38.2;0.5
3463;97.6;29.9;24.6;18.2;100.2;28.9;31.4;38.1;0.5
3464;97.6;29.9;24.5;18.2;100;28.9;31.3;38.1;0.5
3465;97.5;29.9;24.5;18.2;99.9;28.8;31.2;38;0.5
3466;97.5;29.8;24.5;18.1;99.8;28.8;31.2;37.9;0.5
3467;97.4;29.8;24.5;18.1;99.7;28.7;31.1;37.8;0.5
3468;97.3;29.7;24.5;18;99.6;28.7;31;37.8;0.5
3469;97.3;29.7;24.5;18;99.4;28.6;31;37.7;0.5
3470;97.2;29.6;24.5;18;99.4;28.6;30.9;37.6;0.5
3471;97.2;29.6;24.5;17.9;99.2;28.6;30.8;37.5;0.5
3472;97.1;29.6;24.5;17.9;99.1;28.5;30.8;37.5;0.5
3473;97.1;29.5;24.5;17.8;99.1;28.5;30.7;37.4;0.5
3474;97;29.5;24.4;17.8;98.9;28.4;30.7;37.3;0.5
3475;97;29.4;24.4;17.7;98.8;28.4;30.6;37.3;0.5
3476;96.9;29.4;24.4;17.7;98.8;28.4;30.5;37.2;0.5
3477;96.8;29.4;24.4;17.7;98.6;28.3;30.5;37.1;0.5
3478;96.8;29.3;24.4;17.6;98.5;28.2;30.4;37;0.5
3479;96.7;29.3;24.4;17.6;98.4;28.2;30.3;37;0.5
3480;96.7;29.2;24.4;17.5;98.3;28.2;30.2;36.9;0.5
3481;96.6;29.2;24.4;17.5;98.2;28.1;30.2;36.8;0.5
3482;96.6;29.1;24.4;17.5;98.2;28.1;30.1;36.8;0.5
3483;96.5;29.1;24.4;17.5;98.1;28.1;30.1;36.7;0.5
3484;96.5;29.1;24.3;17.4;98;28;29.9;36.6;0.5
3485;96.4;29;24.3;17.4;97.9;28;29.9;36.6;0.5
3486;96.4;29;24.3;17.3;97.8;27.9;29.8;36.5;0.5
3487;96.3;28.9;24.3;17.3;97.7;27.9;29.8;36.4;0.5
3488;96.3;28.9;24.3;17.3;97.5;27.8;29.7;36.3;0.5
3489;96.3;28.9;24.3;17.2;97.4;27.8;29.6;36.3;0.5
3490;96.2;28.8;24.3;17.2;97.3;27.8;29.6;36.2;0.5
3491;96.1;28.8;24.3;17.1;97.2;27.7;29.5;36.1;0.5
3492;96.1;28.7;24.3;17.1;97.1;27.6;29.4;36.1;0.5
3493;96.1;28.7;24.2;17.1;97.1;27.6;29.4;36;0.5
3494;96;28.6;24.2;17;97;27.6;29.3;35.9;0.5
3495;96;28.6;24.2;17;96.9;27.5;29.2;35.9;0.5
3496;95.9;28.6;24.2;16.9;96.8;27.5;29.1;35.8;0.5
3497;95.9;28.5;24.2;16.9;96.7;27.4;29.1;35.8;0.5
3498;95.8;28.5;24.2;16.9;96.7;27.4;29;35.7;0.5
3499;95.8;28.4;24.2;16.8;96.6;27.4;28.9;35.6;0.5
3500;95.7;28.4;24.2;16.8;96.5;27.3;28.9;35.5;0.5
3501;95.7;28.3;24.2;16.8;96.4;27.3;28.8;35.5;0.5
3502;95.7;28.3;24.1;16.7;96.3;27.3;28.8;35.4;0.5
3503;95.6;28.3;24.1;16.7;96.3;27.2;28.7;35.4;0.5
3504;95.6;28.2;24.1;16.6;96.1;27.2;28.7;35.3;0.5
3505;95.5;28.2;24.1;16.6;96.1;27.1;28.6;35.2;0.5
3506;95.5;28.2;24.1;16.6;96;27.1;28.5;35.2;0.5
3507;95.4;28.1;24.1;16.6;95.9;27.1;28.5;35.1;0.5
3508;95.4;28.1;24.1;16.5;95.8;27;28.4;35;0.5
3509;95.4;28.1;24;16.5;95.7;26.9;28.3;35;0.5
3510;95.3;28;24;16.4;95.6;26.9;28.2;34.9;0.5
3511;95.3;28;24;16.4;95.6;26.8;28.2;34.8;0.5
3512;95.2;27.9;24;16.4;95.5;26.8;28.1;34.8;0.5
3513;95.2;27.9;24;16.4;95.4;26.8;28;34.7;0.5
3514;95.1;27.9;24;16.3;95.3;26.7;27.9;34.7;0.5
3515;95.1;27.8;24;16.3;95.3;26.7;27.9;34.6;0.5
3516;95.1;27.8;24;16.2;95.2;26.7;27.9;34.5;0.5
3517;95;27.8;24;16.2;95.1;26.6;27.8;34.5;0.5
3518;95;27.7;24;16.2;95;26.6;27.7;34.4;0.5
3519;94.9;27.7;23.9;16.2;95;26.5;27.7;34.3;0.5
3520;94.9;27.6;23.9;16.1;94.9;26.5;27.6;34.3;0.5
3521;94.9;27.6;23.9;16.1;94.8;26.4;27.6;34.2;0.5
3522;94.8;27.6;23.9;16;94.7;26.4;27.5;34.2;0.5
3523;94.8;27.6;23.9;16;94.7;26.4;27.4;34.1;0.5
3524;94.8;27.5;23.9;16;94.6;26.3;27.4;34.1;0.5
3525;94.7;27.5;23.9;16;94.6;26.3;27.3;34;0.5
3526;94.7;27.4;23.9;15.9;94.5;26.3;27.2;34;0.5
3527;94.6;27.4;23.9;15.9;94.4;26.2;27.2;33.9;0.5
3528;94.6;27.4;23.9;15.8;94.3;26.2;27.1;33.8;0.5
3529;94.5;27.3;23.8;15.8;94.3;26.2;27.1;33.8;0.5
3530;94.5;27.3;23.8;15.8;94.2;26.1;27;33.7;0.5
3531;94.5;27.3;23.8;15.7;94.1;26.1;26.9;33.7;0.5
3532;94.5;27.2;23.8;15.7;94.1;26;26.8;33.6;0.5
3533;94.5;27.2;23.8;15.6;94;26;26.8;33.5;0.5
3534;94.4;27.1;23.8;15.6;93.9;25.9;26.7;33.5;0.5
3535;94.4;27.1;23.8;15.6;93.8;25.9;26.7;33.4;0.5
3536;94.4;27.1;23.8;15.5;93.8;25.9;26.6;33.4;0.5
3537;94.3;27;23.7;15.5;93.8;25.9;26.6;33.3;0.5
3538;94.3;27;23.7;15.5;93.7;25.8;26.5;33.2;0.5
3539;94.2;27;23.7;15.4;93.6;25.8;26.4;33.2;0.5
3540;94.2;26.9;23.7;15.4;93.5;25.7;26.4;33.1;0.5
3541;94.2;26.9;23.7;15.4;93.5;25.7;26.3;33.1;0.5
3542;94.1;26.9;23.7;15.3;93.4;25.7;26.2;33;0.5
3543;94.1;26.8;23.7;15.3;93.3;25.6;26.2;32.9;0.5
3544;94.1;26.8;23.7;15.3;93.3;25.6;26.1;32.9;0.5
3545;94;26.8;23.6;15.2;93.2;25.5;26;32.8;0.5
3546;94;26.7;23.6;15.2;93.1;25.5;26;32.8;0.5
3547;93.9;26.7;23.6;15.2;93.1;25.5;25.9;32.8;0.5
3548;93.9;26.7;23.6;15.2;93;25.4;25.9;32.7;0.5
3549;93.9;26.6;23.6;15.1;93;25.4;25.8;32.6;0.5
3550;93.9;26.6;23.6;15.1;93;25.4;25.8;32.6;0.5
3551;93.8;26.5;23.6;15.1;92.9;25.3;25.7;32.5;0.5
3552;93.8;26.5;23.6;15;92.8;25.3;25.7;32.5;0.5
3553;93.8;26.4;23.5;15;92.8;25.3;25.6;32.4;0.5
3554;93.7;26.4;23.5;15;92.7;25.2;25.5;32.3;0.5
3555;93.7;26.4;23.5;14.9;92.7;25.2;25.5;32.3;0.5
3556;93.7;26.4;23.5;14.9;92.6;25.2;25.4;32.2;0.5
3557;93.6;26.3;23.5;14.8;92.6;25.1;25.4;32.2;0.5
3558;93.6;26.3;23.5;14.8;92.5;25.1;25.3;32.1;0.5
3559;93.6;26.2;23.5;14.7;92.4;25.1;25.3;32.1;0.5
3560;93.5;26.2;23.5;14.7;92.4;25;25.2;32;0.5
3561;93.5;26.2;23.4;14.7;92.4;25;25.1;32;0.5
3562;93.5;26.1;23.4;14.7;92.3;24.9;25;31.9;0.5
3563;93.5;26.1;23.4;14.6;92.2;24.9;25;31.9;0.5
3564;93.4;26.1;23.4;14.6;92.2;24.9;24.9;31.8;0.5
3565;93.4;26.1;23.4;14.6;92.1;24.8;24.9;31.8;0.5
3566;93.4;26;23.4;14.5;92.1;24.8;24.8;31.8;0.5
3567;93.4;26;23.4;14.5;92;24.7;24.8;31.7;0.5
3568;93.3;25.9;23.3;14.5;92;24.7;24.7;31.6;0.5
3569;93.3;25.9;23.3;14.4;91.9;24.7;24.7;31.6;0.5
3570;93.3;25.9;23.3;14.4;91.9;24.7;24.6;31.5;0.5
3571;93.3;25.9;23.3;14.4;91.9;24.6;24.6;31.5;0.5
3572;93.2;25.9;23.3;14.3;91.8;24.6;24.5;31.4;0.5
3573;93.2;25.8;23.3;14.3;91.7;24.5;24.5;31.4;0.5
3574;93.1;25.8;23.3;14.3;91.7;24.5;24.4;31.3;0.5
3575;93.1;25.8;23.3;14.3;91.6;24.5;24.3;31.2;0.5
3576;93.1;25.7;23.2;14.2;91.6;24.4;24.3;31.2;0.5
3577;93;25.7;23.3;14.2;91.5;24.4;24.3;31.2;0.5
3578;93;25.6;23.2;14.1;91.5;24.4;24.2;31.1;0.5
3579;93;25.6;23.2;14.1;91.5;24.3;24.2;31.1;0.5
3580;93;25.6;23.2;14.1;91.4;24.3;24.1;31;0.5
3581;92.9;25.5;23.2;14.1;91.4;24.3;24;31;0.5
3582;92.9;25.5;23.2;14;91.3;24.2;24;30.9;0.5
3583;92.9;25.5;23.2;14;91.3;24.2;23.9;30.9;0.5
3584;92.8;25.4;23.1;14;91.2;24.1;23.9;30.9;0.5
3585;92.8;25.4;23.1;13.9;91.2;24.2;23.8;30.8;0.5
3586;92.8;25.4;23.1;13.9;91.1;24.1;23.7;30.8;0
3587;92.8;25.3;23.1;13.9;91.1;24.1;23.7;30.7;0.5
3588;92.7;25.3;23.1;13.8;91;24;23.6;30.7;0.5
3589;92.7;25.3;23.1;13.8;91;24;23.6;30.6;0.5
3590;92.7;25.2;23.1;13.8;91;24;23.5;30.6;0.5
3591;92.6;25.2;23.1;13.7;91;23.9;23.5;30.5;0.5
3592;92.6;25.2;23.1;13.7;90.9;23.9;23.5;30.4;0.5
3593;92.6;25.1;23;13.7;90.9;23.9;23.4;30.4;0.5
3594;92.6;25.1;23;13.6;90.8;23.9;23.3;30.3;0.5
3595;92.6;25.1;23;13.6;90.8;23.8;23.3;30.3;0.5
3596;92.5;25.1;23;13.6;90.7;23.8;23.2;30.2;0.5
3597;92.5;25;23;13.6;90.7;23.7;23.2;30.2;0.5
3598;92.5;25;23;13.5;90.6;23.7;23.1;30.1;0.5
3599;92.5;25;23;13.5;90.6;23.7;23;30.1;0.5
3600;92.4;25;23;13.5;90.6;23.6;23;30.1;0.5
3601;92.4;24.9;22.9;13.5;90.5;23.6;23;30;0.5
3602;92.4;24.9;22.9;13.4;90.5;23.6;22.9;30;0.5
3603;92.4;24.9;22.9;13.4;90.5;23.5;22.9;29.9;0.5
3604;92.4;24.8;22.9;13.4;90.5;23.5;22.8;29.9;0.5
3605;92.3;24.8;22.9;13.3;90.4;23.5;22.7;29.9;0.5
3606;92.3;24.8;22.9;13.3;90.4;23.4;22.7;29.8;0.5
3607;92.3;24.7;22.9;13.3;90.3;23.4;22.7;29.8;0.5
3608;92.3;24.7;22.8;13.2;90.3;23.4;22.6;29.7;0.5
3609;92.2;24.7;22.8;13.2;90.3;23.3;22.6;29.7;0.5
3610;92.2;24.6;22.8;13.2;90.2;23.4;22.5;29.7;0.5
3611;92.2;24.6;22.8;13.2;90.2;23.3;22.5;29.6;0.5
3612;92.2;24.6;22.8;13.1;90.1;23.3;22.4;29.5;0.5
3613;92.1;24.5;22.8;13.1;90.1;23.2;22.4;29.5;0.5
3614;92.1;24.5;22.8;13.1;90.1;23.2;22.3;29.5;0.5
3615;92.1;24.5;22.8;13.1;90.1;23.2;22.3;29.4;0.5
3616;92.1;24.4;22.7;13;90;23.2;22.2;29.4;0.5
3617;92;24.4;22.7;13;90;23.1;22.2;29.3;0.5
3618;92;24.4;22.7;12.9;89.9;23.1;22.2;29.2;0.5
3619;92;24.4;22.7;12.9;89.9;23;22.1;29.2;0.5
3620;92;24.3;22.7;12.9;89.9;23;22.1;29.2;0.5
3621;91.9;24.3;22.7;12.8;89.9;23.1;22;29.1;0.5
3622;91.9;24.3;22.7;12.8;89.8;23;22;29.1;0.5
3623;91.9;24.3;22.7;12.8;89.8;23;21.9;29;0.8
3624;91.9;24.2;22.6;12.8;89.8;22.9;21.9;29;1
3625;91.9;24.2;22.6;12.7;89.7;22.9;21.8;29;1
3626;91.8;24.2;22.6;12.7;89.7;22.9;21.8;28.9;1
3627;91.8;24.1;22.6;12.7;89.6;22.8;21.7;28.9;1
3628;91.8;24.1;22.6;12.7;89.6;22.8;21.6;28.9;1
3629;91.8;24.1;22.6;12.6;89.6;22.8;21.6;28.8;1
3630;91.8;24.1;22.6;12.6;89.6;22.7;21.6;28.8;1
3631;91.8;24;22.5;12.6;89.5;22.7;21.5;28.8;1
3632;91.7;24;22.5;12.6;89.5;22.6;21.5;28.7;1
3633;91.7;24;22.5;12.5;89.5;22.6;21.4;28.6;1
3634;91.7;24;22.5;12.5;89.5;22.6;21.4;28.6;1
3635;91.6;23.9;22.5;12.5;89.4;22.6;21.4;28.6;1
3636;91.6;23.9;22.5;12.5;89.4;22.5;21.3;28.6;1
3637;91.6;23.9;22.4;12.4;89.4;22.5;21.3;28.5;1
3638;91.6;23.9;22.4;12.4;89.3;22.5;21.2;28.5;1.6
3639;91.6;23.8;22.4;12.4;89.3;22.5;21.2;28.4;1.6
3640;91.6;23.8;22.4;12.3;89.3;22.4;21.2;28.3;2.1
3641;91.6;23.8;22.4;12.3;89.2;22.4;21.1;28.3;2.6
3642;91.6;23.8;22.4;12.3;89.2;22.4;21.1;28.3;2.6
3643;91.6;23.8;22.4;12.3;89.2;22.4;21;28.3;3.2
3644;91.6;23.8;22.4;12.3;89.2;22.4;21;28.3;3.7
3645;91.6;23.7;22.4;12.3;89.2;22.4;21;28.3;4.1
3646;91.6;23.8;22.3;12.3;89.2;22.3;20.9;28.2;4.3
3647;91.6;23.8;22.4;12.3;89.2;22.3;20.9;28.2;4.8
3648;91.6;23.7;22.3;12.3;89.2;22.3;20.9;28.2;5.3
3649;91.6;23.8;22.3;12.3;89.2;22.3;20.9;28.2;5.3
3650;91.6;23.8;22.3;12.3;89.2;22.3;20.9;28.3;5.8
3651;91.6;23.8;22.3;12.3;89.3;22.3;20.9;28.2;6.4
3652;91.7;23.8;22.3;12.3;89.3;22.3;20.9;28.2;6.9
3653;91.7;23.8;22.3;12.4;89.4;22.3;20.9;28.3;7.4
3654;91.7;23.8;22.3;12.3;89.4;22.4;20.9;28.2;7.9
3655;91.7;23.8;22.3;12.4;89.5;22.4;20.9;28.3;8.5
3656;91.7;23.9;22.3;12.4;89.5;22.4;20.9;28.3;9
